slide_path,output_dir,status,elapsed_seconds,log_path
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,8,7]_[14644,45657].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,7]_[14644,45657]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,7]_[14644,45657]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,8,8]_[13074,46782].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,8]_[13074,46782]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,8]_[13074,46782]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,8,8]_[13754,45632].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,8]_[13754,45632]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,8]_[13754,45632]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,8,7]_[13989,46757].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,7]_[13989,46757]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,7]_[13989,46757]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,8,9]_[12864,45657].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,9]_[12864,45657]",success,22.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,8,9]_[12864,45657]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,8,9]_[12184,46732].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,9]_[12184,46732]",success,22.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,8,9]_[12184,46732]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,1]_[20208,46572].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,1]_[20208,46572]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,1]_[20208,46572]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,13]_[8252,47548].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,13]_[8252,47548]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,13]_[8252,47548]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,15]_[7186,46538].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,15]_[7186,46538]",success,20.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,15]_[7186,46538]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,1]_[19652,47746].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,1]_[19652,47746]",success,20.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,1]_[19652,47746]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,17]_[5149,46596].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,17]_[5149,46596]",success,20.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,17]_[5149,46596]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,15]_[6472,47623].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,15]_[6472,47623]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,15]_[6472,47623]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,17]_[4518,47697].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,17]_[4518,47697]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,17]_[4518,47697]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,19]_[3418,46498].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,19]_[3418,46498]",success,20.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,19]_[3418,46498]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,3]_[17649,47623].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,3]_[17649,47623]",success,21.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,3]_[17649,47623]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,19]_[2738,47771].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,19]_[2738,47771]",success,21.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,19]_[2738,47771]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,7]_[13964,47623].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,7]_[13964,47623]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,7]_[13964,47623]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,3]_[18304,46423].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,3]_[18304,46423]",success,22.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,3]_[18304,46423]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 1_Core[1,9,9]_[12889,46498].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,9]_[12889,46498]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 1_Core[1,9,9]_[12889,46498]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,1]_[18724,37484].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,1]_[18724,37484]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,1]_[18724,37484]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,10]_[10910,37335].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,10]_[10910,37335]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,10]_[10910,37335]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA4/TMA 4 Level 16_Core[1,9,9]_[12209,47623].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,9]_[12209,47623]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 4 Level 16_Core[1,9,9]_[12209,47623]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,13]_[8313,37385].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,13]_[8313,37385]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,13]_[8313,37385]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,11]_[10069,37310].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,11]_[10069,37310]",success,20.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,11]_[10069,37310]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,14]_[7423,37459].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,14]_[7423,37459]",success,20.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,14]_[7423,37459]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,5]_[15163,37286].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,5]_[15163,37286]",success,20.6,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,5]_[15163,37286]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,7]_[13506,37286].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,7]_[13506,37286]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,7]_[13506,37286]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,10]_[10662,44692].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,10]_[10662,44692]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,10]_[10662,44692]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,3]_[16919,37335].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,3]_[16919,37335]",success,22.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,3]_[16919,37335]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,1,9]_[11750,37310].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,9]_[11750,37310]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,1,9]_[11750,37310]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,12]_[8758,44618].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,12]_[8758,44618]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,12]_[8758,44618]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,4]_[15880,44766].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,4]_[15880,44766]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,4]_[15880,44766]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,5]_[14990,44716].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,5]_[14990,44716]",success,19.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,5]_[14990,44716]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,10]_[10613,45532].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,10]_[10613,45532]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,10]_[10613,45532]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,2]_[17660,44865].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,2]_[17660,44865]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,2]_[17660,44865]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,10,6]_[14124,44716].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,6]_[14124,44716]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,10,6]_[14124,44716]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,12]_[8709,45483].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,12]_[8709,45483]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,12]_[8709,45483]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,4]_[15855,45656].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,4]_[15855,45656]",success,20.7,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,4]_[15855,45656]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,6]_[14124,45607].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,6]_[14124,45607]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,6]_[14124,45607]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,1]_[18674,46695].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,1]_[18674,46695]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,1]_[18674,46695]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,2]_[17636,45780].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,2]_[17636,45780]",success,21.9,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,2]_[17636,45780]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,11,8]_[12443,45557].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,8]_[12443,45557]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,11,8]_[12443,45557]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,11]_[9673,46373].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,11]_[9673,46373]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,11]_[9673,46373]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,13]_[7695,46348].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,13]_[7695,46348]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,13]_[7695,46348]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,4]_[15855,46546].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,4]_[15855,46546]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,4]_[15855,46546]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,8]_[12443,46398].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,8]_[12443,46398]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,8]_[12443,46398]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,12]_[8585,46348].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,12]_[8585,46348]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,12]_[8585,46348]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,5]_[14965,46497].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,5]_[14965,46497]",success,21.4,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,5]_[14965,46497]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,12,9]_[11553,46398].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,9]_[11553,46398]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,12,9]_[11553,46398]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,11]_[9599,47239].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,11]_[9599,47239]",success,20.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,11]_[9599,47239]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,12]_[8610,47239].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,12]_[8610,47239]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,12]_[8610,47239]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,1]_[18575,47560].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,1]_[18575,47560]",success,21.1,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,1]_[18575,47560]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,4]_[15855,47412].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,4]_[15855,47412]",success,21.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,4]_[15855,47412]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,13]_[7695,47214].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,13]_[7695,47214]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,13]_[7695,47214]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,5]_[14940,47362].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,5]_[14940,47362]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,5]_[14940,47362]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,1]_[18376,49030].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,1]_[18376,49030]",success,21.2,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,1]_[18376,49030]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,10]_[10464,48808].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,10]_[10464,48808]",success,20.8,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,10]_[10464,48808]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,13,9]_[11429,47263].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,9]_[11429,47263]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,13,9]_[11429,47263]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,13]_[7694,48734].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,13]_[7694,48734]",success,21.5,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,13]_[7694,48734]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,12]_[8658,48734].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,12]_[8658,48734]",success,21.0,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,12]_[8658,48734]/batch_run.log"
"/data_g1/AI_projects/raw_data/PCITB_CRC/HE_raw_images/Tumor/TMA6/TMA 6 Level 1_Core[1,15,2]_[17486,48956].tif","/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,2]_[17486,48956]",success,21.3,"/data_g1/AI_projects/projects/Immune_Cell_Prediction_WK/DIR/nhs/TMA 6 Level 1_Core[1,15,2]_[17486,48956]/batch_run.log"
